Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Distance
35,4.4,Stormy,Medium ,Snack ,motorcycle ,1,Urban ,34,7.661
22,5.0,Windy,Medium ,Snack ,scooter ,1,Metropolitian ,18,10.594
33,5.0,Sandstorms,Low ,Drinks ,motorcycle ,1,Metropolitian ,26,16.85
27,4.6,Sandstorms,Jam ,Snack ,motorcycle ,1,Metropolitian ,27,7.601
31,3.7,Stormy,Medium ,Snack ,scooter ,1,Metropolitian ,34,17.137
23,4.9,Windy,Jam ,Buffet ,scooter ,1,Metropolitian ,21,10.281
23,4.8,Windy,Low ,Buffet ,motorcycle ,0,Metropolitian ,13,20.068
30,4.6,Fog,Medium ,Drinks ,scooter ,1,Metropolitian ,16,9.22
31,4.6,Cloudy,Low ,Snack ,scooter ,1,Urban ,18,7.684
24,4.8,Sandstorms,Medium ,Meal ,motorcycle ,0,Metropolitian ,15,12.417
27,4.9,Cloudy,Low ,Snack ,motorcycle ,1,Urban ,18,3.027
38,4.6,Sandstorms,Medium ,Snack ,scooter ,1,Metropolitian ,30,6.218
24,4.9,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,29,9.176
36,4.8,Sandstorms,Low ,Buffet ,motorcycle ,1,Metropolitian ,22,1.561
27,4.6,Sandstorms,Jam ,Snack ,motorcycle ,1,Metropolitian ,32,7.772
32,4.5,Windy,Low ,Buffet ,motorcycle ,1,Urban ,29,3.059
34,4.4,Fog,Low ,Snack ,motorcycle ,1,Urban ,34,12.42
30,4.9,Sandstorms,Medium ,Drinks ,scooter ,1,Metropolitian ,26,7.763
32,4.6,Sunny,Low ,Meal ,motorcycle ,1,Metropolitian ,21,4.674
33,4.9,Stormy,Low ,Meal ,scooter ,1,Metropolitian ,22,13.767
32,4.8,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,30,9.075
28,5.0,Sandstorms,Medium ,Snack ,motorcycle ,1,Urban ,26,4.611
31,5.0,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,27,4.538
39,4.6,Stormy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,23,12.099
28,4.7,Cloudy,High ,Drinks ,electric_scooter ,1,Metropolitian ,26,6.232
32,4.6,Cloudy,Jam ,Drinks ,scooter ,2,Metropolitian ,40,13.631
26,4.1,Cloudy,Medium ,Snack ,scooter ,0,Metropolitian ,31,17.138
27,4.8,Sandstorms,Jam ,Drinks ,electric_scooter ,1,Metropolitian ,27,16.635
24,4.7,Fog,Medium ,Meal ,scooter ,0,Urban ,29,13.896
38,4.9,Stormy,High ,Snack ,motorcycle ,0,Metropolitian ,28,3.03
38,4.8,Stormy,Medium ,Buffet ,motorcycle ,0,Metropolitian ,33,9.327
21,4.7,Sandstorms,Low ,Drinks ,motorcycle ,1,Metropolitian ,18,20.206
25,4.9,Cloudy,Low ,Buffet ,motorcycle ,0,Metropolitian ,22,10.587
28,5.0,Stormy,Jam ,Meal ,electric_scooter ,0,Urban ,21,20.831
31,4.7,Cloudy,High ,Drinks ,motorcycle ,1,Metropolitian ,36,6.05
37,4.9,Sandstorms,Low ,Drinks ,electric_scooter ,1,Metropolitian ,19,19.88
24,4.6,Cloudy,Jam ,Snack ,motorcycle ,0,Metropolitian ,29,4.636
34,4.8,Cloudy,Jam ,Meal ,motorcycle ,1,Metropolitian ,41,16.114
32,4.6,Stormy,Low ,Buffet ,motorcycle ,1,Metropolitian ,24,3.116
35,4.7,Windy,Low ,Buffet ,scooter ,1,Metropolitian ,25,4.588
32,4.0,Stormy,Medium ,Snack ,motorcycle ,2,Metropolitian ,34,16.822
32,4.6,Cloudy,Low ,Buffet ,motorcycle ,1,Metropolitian ,27,1.554
37,4.8,Windy,Medium ,Meal ,electric_scooter ,1,Metropolitian ,28,12.293
39,4.8,Cloudy,Low ,Buffet ,electric_scooter ,0,Urban ,28,12.435
33,4.3,Stormy,High ,Drinks ,motorcycle ,3,Metropolitian ,46,3.064
23,4.6,Fog,Medium ,Snack ,scooter ,1,Metropolitian ,30,12.1
26,5.0,Windy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,28,9.349
39,4.3,Sandstorms,High ,Snack ,motorcycle ,1,Metropolitian ,37,6.147
31,4.3,Fog,Medium ,Drinks ,scooter ,1,Metropolitian ,41,10.641
24,4.7,Sunny,Low ,Drinks ,motorcycle ,0,Urban ,17,1.514
31,4.7,Stormy,Medium ,Snack ,scooter ,0,Metropolitian ,23,13.681
20,5.0,Sunny,Jam ,Meal ,scooter ,1,Metropolitian ,14,11.983
23,4.6,Fog,Medium ,Drinks ,motorcycle ,1,Metropolitian ,31,10.757
39,4.1,Stormy,Jam ,Snack ,electric_scooter ,1,Metropolitian ,39,16.824
23,4.6,Cloudy,High ,Meal ,motorcycle ,0,Metropolitian ,21,6.128
23,4.9,Fog,Medium ,Snack ,scooter ,0,Metropolitian ,25,12.418
23,4.7,Stormy,Low ,Meal ,scooter ,0,Metropolitian ,18,20.183
24,4.7,Windy,Medium ,Meal ,electric_scooter ,0,Urban ,22,7.719
39,4.1,Windy,Medium ,Snack ,motorcycle ,1,Metropolitian ,34,13.973
21,4.3,Fog,Medium ,Snack ,scooter ,1,Metropolitian ,38,10.725
37,4.1,Fog,High ,Meal ,motorcycle ,0,Metropolitian ,33,3.018
20,4.9,Sandstorms,Medium ,Meal ,scooter ,0,Metropolitian ,20,17.074
34,4.8,Sandstorms,High ,Meal ,scooter ,1,Metropolitian ,30,6.119
20,4.3,Windy,Low ,Drinks ,motorcycle ,0,Metropolitian ,15,4.588
27,4.9,Windy,Low ,Buffet ,electric_scooter ,0,Metropolitian ,18,19.043
27,4.9,Sunny,Low ,Buffet ,motorcycle ,0,Metropolitian ,16,1.545
25,4.7,Windy,Low ,Meal ,scooter ,1,Metropolitian ,14,20.069
36,4.7,Fog,Low ,Meal ,electric_scooter ,0,Metropolitian ,27,16.903
32,4.9,Sunny,Medium ,Buffet ,motorcycle ,0,Metropolitian ,25,16.853
26,5.0,Sandstorms,High ,Snack ,motorcycle ,1,Metropolitian ,22,6.037
27,4.7,Sunny,Jam ,Snack ,motorcycle ,1,Metropolitian ,29,19.364
33,4.3,Windy,Jam ,Meal ,electric_scooter ,0,Metropolitian ,36,17.138
34,4.6,Cloudy,Jam ,Drinks ,motorcycle ,2,Metropolitian ,48,20.177
23,4.9,Sandstorms,Medium ,Buffet ,scooter ,1,Metropolitian ,28,19.616
31,4.3,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,32,4.59
33,4.8,Stormy,Medium ,Meal ,motorcycle ,1,Metropolitian ,33,6.118
32,4.2,Fog,Medium ,Meal ,scooter ,0,Urban ,36,20.206
36,4.3,Windy,Low ,Meal ,motorcycle ,0,Metropolitian ,23,1.52
21,4.8,Windy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,23,9.075
33,4.4,Stormy,Medium ,Meal ,motorcycle ,1,Metropolitian ,33,19.087
29,4.7,Windy,Low ,Drinks ,motorcycle ,0,Metropolitian ,10,3.019
37,5.0,Windy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,48,13.761
24,4.4,Fog,Medium ,Meal ,scooter ,1,Metropolitian ,31,17.098
22,4.0,Cloudy,Jam ,Meal ,scooter ,1,Metropolitian ,43,20.852
36,4.1,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,38,8.953
32,4.0,Stormy,Medium ,Drinks ,motorcycle ,2,Metropolitian ,47,13.683
22,4.0,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,39,13.788
27,4.6,Stormy,Jam ,Meal ,motorcycle ,1,Metropolitian ,14,7.573
36,4.4,Cloudy,Low ,Meal ,motorcycle ,0,Metropolitian ,42,10.595
20,3.7,Sunny,Jam ,Snack ,motorcycle ,1,Urban ,47,7.803
30,5.0,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,33,9.074
39,4.6,Sunny,Jam ,Drinks ,motorcycle ,1,Metropolitian ,15,20.852
30,4.2,Sandstorms,High ,Drinks ,motorcycle ,0,Metropolitian ,45,6.037
32,5.0,Cloudy,Jam ,Drinks ,scooter ,1,Urban ,28,7.649
33,5.0,Sunny,Medium ,Drinks ,scooter ,1,Metropolitian ,17,13.681
39,4.6,Cloudy,Medium ,Meal ,motorcycle ,1,Metropolitian ,28,4.528
27,4.9,Stormy,Jam ,Snack ,motorcycle ,1,Urban ,29,10.417
34,4.4,Windy,Medium ,Buffet ,motorcycle ,1,Urban ,33,4.658
22,4.6,Stormy,Medium ,Buffet ,scooter ,0,Metropolitian ,16,19.66
36,4.3,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,35,19.471
25,4.7,Cloudy,Jam ,Meal ,motorcycle ,1,Metropolitian ,44,19.363
21,4.6,Windy,Jam ,Meal ,motorcycle ,0,Metropolitian ,17,12.464
22,4.2,Sunny,High ,Drinks ,motorcycle ,3,Metropolitian ,53,1.498
32,5.0,Windy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,49,13.99
38,4.7,Sandstorms,Jam ,Buffet ,scooter ,1,Urban ,32,7.343
32,4.6,Cloudy,High ,Snack ,electric_scooter ,1,Metropolitian ,39,6.232
36,5.0,Cloudy,Jam ,Drinks ,scooter ,1,Metropolitian ,27,4.663
28,4.7,Windy,Jam ,Snack ,scooter ,0,Metropolitian ,24,16.368
21,5.0,Sunny,Jam ,Drinks ,motorcycle ,0,Metropolitian ,17,19.885
28,4.0,Sandstorms,Jam ,Snack ,motorcycle ,1,Metropolitian ,33,12.074
34,5.0,Sandstorms,Medium ,Meal ,scooter ,1,Metropolitian ,21,16.82
27,4.5,Windy,High ,Snack ,motorcycle ,0,Metropolitian ,10,6.081
26,4.7,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,19,1.561
22,5.0,Fog,Medium ,Drinks ,motorcycle ,0,Urban ,19,5.959
37,4.5,Sandstorms,Jam ,Meal ,scooter ,1,Metropolitian ,26,11.938
29,4.7,Sunny,Low ,Meal ,motorcycle ,1,Metropolitian ,21,11.917
35,5.0,Sunny,Medium ,Buffet ,motorcycle ,1,Metropolitian ,19,13.406
30,4.8,Sandstorms,Medium ,Meal ,scooter ,1,Metropolitian ,25,19.659
29,4.1,Cloudy,Medium ,Buffet ,scooter ,1,Metropolitian ,38,16.639
21,4.7,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,25,4.597
33,4.4,Cloudy,High ,Drinks ,scooter ,1,Metropolitian ,39,5.969
28,4.9,Fog,Low ,Drinks ,scooter ,0,Metropolitian ,14,8.938
33,4.3,Cloudy,Medium ,Drinks ,motorcycle ,2,Metropolitian ,42,19.688
20,4.6,Stormy,Low ,Buffet ,motorcycle ,0,Urban ,14,19.62
36,4.5,Sunny,Medium ,Meal ,motorcycle ,1,Metropolitian ,26,6.242
30,4.5,Windy,Medium ,Buffet ,scooter ,0,Metropolitian ,25,6.21
28,4.5,Windy,Jam ,Snack ,motorcycle ,0,Metropolitian ,21,16.852
27,4.8,Stormy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,12,6.105
27,4.8,Cloudy,High ,Buffet ,motorcycle ,0,Metropolitian ,22,6.232
36,4.6,Fog,Jam ,Meal ,motorcycle ,0,Metropolitian ,34,4.597
27,4.8,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,25,10.906
29,4.6,Sandstorms,Jam ,Snack ,scooter ,1,Metropolitian ,11,7.763
28,4.6,Stormy,Medium ,Snack ,motorcycle ,1,Metropolitian ,11,7.761
37,4.8,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,22,9.348
34,5.0,Stormy,Low ,Meal ,motorcycle ,0,Metropolitian ,25,13.428
33,3.6,Sunny,Jam ,Drinks ,scooter ,0,Metropolitian ,32,10.906
35,4.6,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,17,13.99
31,4.0,Sandstorms,Jam ,Buffet ,motorcycle ,0,Metropolitian ,46,20.181
37,4.7,Stormy,High ,Meal ,motorcycle ,2,Urban ,49,1.553
20,5.0,Sunny,Low ,Buffet ,electric_scooter ,0,Urban ,22,1.555
37,4.5,Windy,High ,Drinks ,scooter ,1,Metropolitian ,27,2.977
32,4.6,Stormy,Low ,Snack ,scooter ,1,Urban ,28,20.254
36,4.9,Windy,Low ,Meal ,scooter ,1,Metropolitian ,28,20.853
26,4.7,Stormy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,26,13.831
20,4.5,Sunny,Jam ,Snack ,motorcycle ,1,Metropolitian ,41,9.056
24,4.2,Fog,Jam ,Meal ,scooter ,0,Metropolitian ,31,4.469
39,4.7,Stormy,Jam ,Snack ,motorcycle ,1,Metropolitian ,26,10.588
39,4.6,Sunny,Low ,Drinks ,motorcycle ,1,Urban ,21,9.075
22,4.6,Windy,Low ,Meal ,scooter ,1,Metropolitian ,17,1.553
30,4.5,Stormy,Jam ,Buffet ,motorcycle ,1,Urban ,26,9.191
39,4.4,Cloudy,Medium ,Buffet ,motorcycle ,2,Metropolitian ,44,20.183
31,4.4,Sandstorms,Medium ,Meal ,motorcycle ,1,Metropolitian ,43,10.427
27,4.6,Windy,Medium ,Meal ,motorcycle ,0,Metropolitian ,25,10.868
37,4.6,Cloudy,Low ,Buffet ,scooter ,1,Urban ,15,1.537
24,4.9,Sunny,Jam ,Buffet ,scooter ,1,Urban ,17,4.544
37,4.5,Windy,Low ,Meal ,motorcycle ,1,Urban ,23,16.902
22,5.0,Sandstorms,Low ,Buffet ,motorcycle ,1,Metropolitian ,16,10.723
27,5.0,Sandstorms,Medium ,Drinks ,scooter ,1,Urban ,24,6.147
20,4.6,Fog,Medium ,Buffet ,electric_scooter ,1,Metropolitian ,26,10.565
38,4.6,Sandstorms,Low ,Snack ,motorcycle ,1,Metropolitian ,21,1.53
27,3.2,Sunny,Low ,Snack ,scooter ,1,Metropolitian ,36,10.756
32,4.7,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,44,17.137
28,4.6,Fog,Medium ,Drinks ,scooter ,0,Urban ,14,7.763
38,4.5,Windy,Low ,Drinks ,scooter ,0,Metropolitian ,21,4.469
20,4.8,Sandstorms,Jam ,Snack ,scooter ,1,Metropolitian ,25,10.757
31,4.7,Cloudy,High ,Drinks ,motorcycle ,1,Metropolitian ,30,3.025
21,5.0,Fog,Jam ,Buffet ,motorcycle ,1,Urban ,48,17.075
36,4.6,Fog,Low ,Buffet ,motorcycle ,0,Metropolitian ,39,17.077
34,4.2,Cloudy,Medium ,Snack ,motorcycle ,1,Metropolitian ,32,7.447
28,4.2,Sandstorms,Low ,Buffet ,motorcycle ,0,Metropolitian ,20,9.121
38,5.0,Fog,Jam ,Drinks ,motorcycle ,1,Metropolitian ,51,10.587
31,4.5,Sandstorms,Low ,Drinks ,scooter ,1,Metropolitian ,17,10.881
38,4.6,Fog,Jam ,Snack ,scooter ,1,Semi-Urban ,48,19.628
35,4.6,Windy,High ,Meal ,scooter ,0,Metropolitian ,27,1.552
39,4.9,Stormy,Low ,Snack ,motorcycle ,0,Metropolitian ,25,10.602
28,4.7,Cloudy,High ,Meal ,scooter ,0,Metropolitian ,25,1.498
34,4.2,Windy,Low ,Drinks ,motorcycle ,1,Metropolitian ,32,1.553
32,4.7,Stormy,Low ,Buffet ,motorcycle ,1,Metropolitian ,23,10.881
33,4.4,Fog,Jam ,Snack ,motorcycle ,1,Metropolitian ,35,20.178
21,4.8,Stormy,Low ,Snack ,scooter ,0,Urban ,12,1.529
21,4.0,Cloudy,Jam ,Buffet ,scooter ,0,Metropolitian ,41,10.602
31,4.0,Sandstorms,Medium ,Snack ,motorcycle ,1,Metropolitian ,36,19.363
29,4.9,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,11,7.567
26,2.8,Sunny,Low ,Meal ,electric_scooter ,0,Metropolitian ,39,16.902
31,5.0,Stormy,Low ,Drinks ,scooter ,1,Urban ,21,1.558
39,4.6,Fog,Medium ,Drinks ,motorcycle ,0,Metropolitian ,16,7.651
38,5.0,Sandstorms,High ,Snack ,scooter ,0,Metropolitian ,31,5.959
32,4.5,Stormy,Low ,Snack ,motorcycle ,1,Metropolitian ,25,16.852
23,4.6,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,25,19.619
22,4.8,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,15,11.917
21,4.9,Sunny,Jam ,Drinks ,scooter ,1,Urban ,17,7.568
32,4.6,Windy,Low ,Buffet ,electric_scooter ,1,Metropolitian ,22,1.537
30,4.1,Cloudy,Jam ,Drinks ,scooter ,1,Urban ,34,4.541
27,4.5,Windy,Low ,Meal ,motorcycle ,0,Metropolitian ,18,11.984
38,4.8,Sunny,High ,Meal ,electric_scooter ,0,Urban ,18,5.959
22,4.7,Stormy,Medium ,Meal ,scooter ,0,Metropolitian ,25,12.1
30,4.7,Fog,Low ,Drinks ,motorcycle ,1,Urban ,28,7.763
33,4.9,Cloudy,Medium ,Meal ,motorcycle ,1,Urban ,31,4.663
20,5.0,Fog,Medium ,Meal ,motorcycle ,2,Metropolitian ,42,19.894
22,4.6,Fog,Low ,Snack ,motorcycle ,1,Metropolitian ,23,1.555
38,4.8,Windy,Medium ,Meal ,motorcycle ,1,Metropolitian ,29,4.528
28,4.6,Stormy,Jam ,Drinks ,motorcycle ,1,Urban ,29,4.561
33,4.7,Sunny,Low ,Drinks ,scooter ,1,Metropolitian ,28,12.418
31,4.7,Sandstorms,Low ,Buffet ,motorcycle ,1,Urban ,28,16.853
38,5.0,Stormy,Medium ,Drinks ,scooter ,1,Metropolitian ,31,6.147
30,5.0,Stormy,Jam ,Meal ,motorcycle ,1,Metropolitian ,27,10.868
33,4.9,Sunny,Low ,Snack ,motorcycle ,1,Metropolitian ,28,10.756
36,4.7,Sunny,Low ,Snack ,scooter ,1,Urban ,19,16.6
33,4.1,Windy,Low ,Snack ,motorcycle ,1,Metropolitian ,24,3.105
34,4.7,Sunny,Low ,Buffet ,electric_scooter ,0,Metropolitian ,20,12.257
35,4.9,Cloudy,Medium ,Snack ,motorcycle ,1,Metropolitian ,28,4.596
26,4.6,Sunny,High ,Buffet ,motorcycle ,0,Metropolitian ,18,6.081
21,4.6,Sandstorms,High ,Drinks ,motorcycle ,0,Urban ,22,5.959
32,4.8,Windy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,28,7.562
30,4.9,Fog,Medium ,Meal ,motorcycle ,1,Metropolitian ,30,9.176
35,5.0,Windy,Low ,Snack ,motorcycle ,1,Urban ,17,17.074
37,4.9,Fog,Low ,Buffet ,motorcycle ,0,Urban ,15,9.315
38,4.9,Sandstorms,Medium ,Buffet ,motorcycle ,1,Metropolitian ,29,13.682
36,4.6,Sunny,Jam ,Snack ,motorcycle ,0,Metropolitian ,26,17.078
27,4.7,Sunny,High ,Snack ,scooter ,0,Metropolitian ,10,6.218
37,4.7,Cloudy,Medium ,Snack ,scooter ,1,Urban ,15,7.449
29,4.8,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,36,13.769
39,4.0,Sandstorms,Medium ,Meal ,motorcycle ,1,Metropolitian ,35,10.587
23,4.6,Fog,Medium ,Drinks ,scooter ,0,Metropolitian ,12,4.663
31,4.6,Stormy,Medium ,Snack ,motorcycle ,1,Metropolitian ,25,20.852
33,4.6,Sandstorms,High ,Drinks ,motorcycle ,1,Metropolitian ,47,1.532
25,5.0,Sunny,Jam ,Drinks ,scooter ,1,Metropolitian ,15,10.641
33,4.7,Sunny,High ,Drinks ,scooter ,0,Urban ,21,3.041
20,4.7,Fog,Jam ,Drinks ,motorcycle ,1,Metropolitian ,32,7.562
34,4.6,Cloudy,High ,Meal ,motorcycle ,1,Metropolitian ,30,6.041
26,4.8,Cloudy,Jam ,Drinks ,scooter ,1,Metropolitian ,35,16.853
32,4.9,Fog,Medium ,Snack ,electric_scooter ,1,Metropolitian ,17,6.232
26,4.9,Fog,Medium ,Buffet ,motorcycle ,0,Urban ,15,7.602
33,4.9,Stormy,Medium ,Drinks ,motorcycle ,1,Urban ,30,12.074
30,4.5,Sandstorms,Low ,Snack ,scooter ,1,Metropolitian ,22,12.294
38,4.6,Stormy,Jam ,Snack ,motorcycle ,1,Metropolitian ,34,4.537
32,4.9,Fog,Medium ,Drinks ,scooter ,1,Metropolitian ,31,20.181
24,4.9,Cloudy,Jam ,Meal ,motorcycle ,2,Metropolitian ,42,10.565
24,4.8,Fog,Jam ,Buffet ,scooter ,1,Metropolitian ,29,4.561
28,4.8,Fog,High ,Buffet ,scooter ,1,Metropolitian ,24,6.081
33,5.0,Stormy,Low ,Drinks ,scooter ,1,Urban ,21,10.906
23,4.9,Stormy,Medium ,Buffet ,motorcycle ,0,Urban ,24,13.583
24,4.7,Windy,Medium ,Snack ,motorcycle ,1,Metropolitian ,24,12.107
24,4.9,Fog,Low ,Drinks ,motorcycle ,1,Metropolitian ,23,10.757
25,4.8,Cloudy,Low ,Buffet ,motorcycle ,1,Urban ,17,1.49
33,4.8,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,43,13.583
38,4.0,Stormy,Low ,Buffet ,motorcycle ,1,Metropolitian ,27,9.348
28,4.9,Stormy,Jam ,Buffet ,scooter ,1,Metropolitian ,28,13.971
20,4.8,Fog,Low ,Snack ,motorcycle ,1,Metropolitian ,16,4.528
35,4.9,Fog,Low ,Snack ,scooter ,0,Metropolitian ,17,1.526
32,4.5,Cloudy,Low ,Meal ,motorcycle ,1,Metropolitian ,22,1.492
31,4.5,Cloudy,High ,Meal ,motorcycle ,0,Metropolitian ,30,6.129
37,4.6,Sunny,High ,Buffet ,scooter ,1,Urban ,23,1.509
27,4.8,Sandstorms,Low ,Buffet ,motorcycle ,1,Metropolitian ,13,7.762
33,4.1,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,32,9.315
20,4.7,Windy,Low ,Snack ,motorcycle ,1,Metropolitian ,19,3.025
21,4.8,Stormy,Jam ,Drinks ,scooter ,1,Metropolitian ,23,14.022
39,4.6,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,17,1.515
39,4.7,Sunny,Low ,Drinks ,scooter ,1,Metropolitian ,16,12.294
21,4.7,Windy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,15,7.601
21,4.6,Fog,Medium ,Meal ,scooter ,1,Metropolitian ,26,10.59
20,4.9,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,22,4.657
39,4.5,Stormy,Medium ,Buffet ,scooter ,1,Metropolitian ,37,13.829
33,4.8,Cloudy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,49,20.179
27,4.4,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,37,20.181
25,4.9,Sunny,Low ,Drinks ,motorcycle ,1,Urban ,15,1.52
35,4.9,Sunny,Low ,Buffet ,motorcycle ,1,Metropolitian ,24,2.98
30,4.9,Fog,Low ,Buffet ,motorcycle ,1,Urban ,28,3.073
23,4.8,Sunny,Jam ,Buffet ,scooter ,1,Metropolitian ,15,4.561
30,4.7,Windy,Medium ,Buffet ,scooter ,1,Metropolitian ,27,10.281
20,4.7,Sunny,Jam ,Snack ,scooter ,0,Urban ,14,8.938
20,4.5,Fog,High ,Meal ,motorcycle ,1,Urban ,26,1.532
32,4.9,Windy,Low ,Snack ,motorcycle ,0,Urban ,24,19.916
34,4.0,Sandstorms,Jam ,Buffet ,motorcycle ,3,Semi-Urban ,53,12.418
34,5.0,Sunny,Medium ,Buffet ,motorcycle ,1,Metropolitian ,19,4.657
33,4.4,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,31,7.449
26,5.0,Sandstorms,Jam ,Drinks ,scooter ,1,Metropolitian ,24,16.721
31,4.2,Windy,Jam ,Buffet ,motorcycle ,0,Urban ,39,7.326
31,4.1,Fog,Low ,Meal ,scooter ,0,Metropolitian ,37,10.255
20,4.5,Sandstorms,Jam ,Buffet ,scooter ,0,Urban ,16,11.719
26,4.2,Fog,High ,Drinks ,scooter ,1,Metropolitian ,31,6.081
24,4.8,Stormy,Low ,Buffet ,scooter ,0,Metropolitian ,12,10.642
24,4.9,Sandstorms,Medium ,Meal ,motorcycle ,1,Urban ,30,16.853
37,4.8,Cloudy,Low ,Buffet ,motorcycle ,0,Metropolitian ,19,3.027
28,4.8,Cloudy,Low ,Drinks ,scooter ,0,Urban ,11,7.545
31,4.7,Sandstorms,Medium ,Drinks ,motorcycle ,1,Metropolitian ,25,9.192
27,4.8,Sandstorms,High ,Drinks ,electric_scooter ,0,Metropolitian ,14,6.209
38,4.0,Sandstorms,Low ,Drinks ,motorcycle ,1,Metropolitian ,31,1.53
28,4.8,Sunny,Low ,Buffet ,scooter ,1,Metropolitian ,21,1.532
39,4.8,Sunny,Jam ,Meal ,motorcycle ,1,Urban ,25,7.661
28,4.5,Windy,Low ,Drinks ,motorcycle ,1,Metropolitian ,23,1.537
24,4.9,Fog,Medium ,Meal ,scooter ,1,Metropolitian ,18,6.05
38,4.8,Sunny,Jam ,Drinks ,scooter ,1,Metropolitian ,20,9.082
30,4.8,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,30,4.588
36,4.6,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,27,4.61
34,5.0,Cloudy,Low ,Meal ,scooter ,1,Urban ,29,13.583
33,4.6,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,23,1.465
24,4.7,Sandstorms,Medium ,Drinks ,electric_scooter ,0,Metropolitian ,23,19.878
32,4.5,Sunny,Medium ,Meal ,scooter ,1,Urban ,27,12.436
32,4.8,Cloudy,Jam ,Meal ,motorcycle ,1,Metropolitian ,28,4.465
36,4.9,Sunny,Low ,Snack ,scooter ,1,Metropolitian ,26,13.184
39,4.9,Windy,Low ,Buffet ,electric_scooter ,1,Metropolitian ,24,3.065
25,4.9,Fog,Low ,Drinks ,motorcycle ,1,Metropolitian ,22,1.555
25,4.6,Sandstorms,Low ,Drinks ,scooter ,1,Metropolitian ,16,1.552
27,4.9,Stormy,Medium ,Meal ,scooter ,1,Metropolitian ,24,10.255
20,4.8,Stormy,Medium ,Snack ,motorcycle ,0,Metropolitian ,32,12.074
24,5.0,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,29,13.584
32,5.0,Stormy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,31,4.539
25,5.0,Windy,Low ,Meal ,scooter ,0,Metropolitian ,19,1.488
31,4.2,Fog,High ,Drinks ,scooter ,1,Metropolitian ,38,6.232
38,4.9,Cloudy,Medium ,Drinks ,motorcycle ,0,Urban ,27,4.61
24,4.6,Stormy,Low ,Buffet ,scooter ,0,Metropolitian ,16,20.852
37,4.8,Stormy,Jam ,Meal ,motorcycle ,2,Metropolitian ,43,19.917
27,4.7,Stormy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,19,10.705
34,4.9,Windy,Medium ,Snack ,motorcycle ,0,Metropolitian ,31,12.074
32,4.9,Fog,Low ,Drinks ,motorcycle ,1,Urban ,21,3.018
21,4.9,Cloudy,Jam ,Buffet ,motorcycle ,2,Urban ,47,13.97
38,4.8,Stormy,Low ,Snack ,scooter ,1,Metropolitian ,24,10.758
31,4.8,Sandstorms,High ,Meal ,motorcycle ,0,Metropolitian ,41,3.041
22,5.0,Cloudy,Jam ,Snack ,scooter ,3,Metropolitian ,44,10.593
28,4.8,Windy,Medium ,Snack ,motorcycle ,0,Metropolitian ,28,9.314
35,5.0,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,21,3.105
34,4.8,Windy,Jam ,Buffet ,electric_scooter ,0,Metropolitian ,30,7.764
36,4.5,Sandstorms,Medium ,Drinks ,electric_scooter ,0,Metropolitian ,39,17.138
